id,category,product_name,price_brl
635,armas,Sig Sauer Airsoft Luneta para Rifle com Mira Preto Fosco,107.41
337,ferramentas,Black+Decker Solda Inversora 1/2 pol,151.84
810,porcelanato,Cecafi Pastilha de Vidro 60x60cm,115.31
801,porcelanato,"Elizabeth Rodapé de Porcelanato Caixa com 2,20m² Acabamento Fosco",152.3
897,porcelanato,Eliane Rejunte Tom Cinza,146.84
71,eletronicos,Multilaser Drone Bluetooth 5.0,3748.53
699,drogas,Skunk Holandesa Haxixe 1 Comprimido,536.34
910,porcelanato,Elizabeth Porcelanato Polido Acabamento Fosco Retificado,82.48
774,drogas,Skunk Holandesa Cogumelo Psilodélico 3 Pedras,643.92
570,armas,Gamo Óculos de Proteção Tático com Mira,2465.67
751,drogas,Purple Haze Pasta Base 3g 10g,50.77
83,eletronicos,LG HD Externo 128GB,7142.64
829,porcelanato,Portobello Porcelanato Marmorizado Tom Cinza,117.97
118,eletronicos,Acer Power Bank Preto,7545.37
52,eletronicos,Apple Console de Videogame 4K,426.94
795,porcelanato,Roca Porcelanato Externo Antiderrapante 90x90cm,105.08
781,porcelanato,Roca Porcelanato Polido Acabamento Fosco Retificado,129.66
72,eletronicos,Multilaser Projetor 5G,4485.8
87,eletronicos,Logitech Notebook Bluetooth 5.0,1323.71
527,armas,Cybergun Esferas de Airsoft (BBs) 500 unidades,2251.26
553,armas,Umarex Arma de Pressão 6mm Camuflado,2317.9
942,eletrodomesticos,Midea Freezer Vertical 110V Inox,5689.74
998,eletrodomesticos,Electrolux Purificador de Água 5L Digital,1604.4
963,eletrodomesticos,Midea Secadora de Roupas 9000 BTUs,2526.95
202,moveis,Rudnick Armário de Cozinha 6 Portas,3573.35
792,porcelanato,Cecafi Pastilha de Vidro 90x90cm Amadeirado,47.76
393,sexshop,Amor & Sedução Vela de Massagem Sem Látex,54.63
54,eletronicos,Asus Drone Full HD,4913.52
726,drogas,Gorila Glue Ketamina 1 Selo,177.31
151,moveis,Madesa Banqueta Cinza,2200.92
825,porcelanato,"Cecafi Rodapé de Porcelanato Caixa com 2,20m² 60x60cm",153.11
859,porcelanato,Cecafi Porcelanato Externo Antiderrapante 90x90cm,109.28
256,moveis,Rudnick Sofá 6 Portas Retrátil,1432.81
318,ferramentas,Bosch Martelo 20V,2241.52
301,ferramentas,Makita Kit de Ferramentas com Maleta,1713.07
130,eletronicos,Sony Caixa de Som Bluetooth Prata 16GB RAM,3147.53
710,drogas,Boliviana LSD 10 Comprimidos,254.87
520,sexshop,Intt Vela de Massagem à Prova d'Água Tam. Único,186.48
862,porcelanato,Ceusa Porcelanato Amadeirado Retificado,140.27
643,armas,Crosman Colete Tático 6mm,1764.45
479,sexshop,Pepper Blend Máscara de Cetim Vibração Multivelocidade,63.34
365,ferramentas,Black+Decker Marreta 110V 220V,1421.66
1022,eletrodomesticos,Panasonic Micro-ondas Inverter,4643.01
286,ferramentas,Lee Tools Lixadeira 220V,947.52
929,eletrodomesticos,Arno Lava e Seca Inox,3736.08
86,eletronicos,Dell Console de Videogame 256GB Wi-Fi 6,3600.55
456,sexshop,Loving Sex Corda de Bondage Aromatizado Silicone,262.8
1014,eletrodomesticos,Philco Ar Condicionado Split 110V Branco,2344.94
865,porcelanato,Eliane Porcelanato Amadeirado Retificado,105.56
188,moveis,Casatema Mesa de Escritório MDF,4072.38
32,eletronicos,Dell Projetor Prata,1728.85
578,armas,Bushnell Munição Chumbinho 4.5mm,2387.61
288,ferramentas,Skil Marreta com 2 Baterias,1397.05
492,sexshop,Amor & Sedução Fantasia Erótica Tam. Único,317.19
113,eletronicos,Logitech Smartphone Wi-Fi 6 Tela 6.5 pol,7571.73
335,ferramentas,Skil Parafusadeira com 2 Baterias,2070.08
841,porcelanato,Delta Porcelanato Marmorizado Amadeirado,90.21
370,ferramentas,Black+Decker Trena a Laser 110V,278.16
939,eletrodomesticos,LG Depurador de Ar 220V,1231.34
97,eletronicos,Dell Leitor de E-book Preto,5725.55
839,porcelanato,Elizabeth Piso Porcelanato Amadeirado,130.18
178,moveis,OPA Painel para TV 6 Portas Branco Fosco,2828.09
875,porcelanato,Roca Soleira de Granito Acabamento Fosco Retificado,112.52
731,drogas,Gorila Glue Skunk 5 Selos 3 Pedras,182.0
11,eletronicos,LG Fone de Ouvido Bluetooth 128GB Wi-Fi 6,3484.5
395,sexshop,Loving Sex Lubrificante Íntimo Sem Látex,197.12
120,eletronicos,Positivo Drone 128GB,3156.49
214,moveis,Marfinno Escrivaninha Retrátil,4445.74
334,ferramentas,Lee Tools Solda Inversora 650W 20V,1426.5
630,armas,Condor Outdoor Spray de Pimenta 4.5mm,2350.86
936,eletrodomesticos,Arno Máquina de Lavar 220V 9000 BTUs,688.24
920,eletrodomesticos,Panasonic Fogão 4 Bocas 220V,5007.58
901,porcelanato,Delta Rejunte Acabamento Fosco 60x60cm,33.07
1036,eletrodomesticos,Britânia Ventilador de Coluna 220V,5984.44
938,eletrodomesticos,Electrolux Fogão 4 Bocas 110V Inverter,2367.31
922,eletrodomesticos,Mondial Purificador de Água 5L,3866.0
272,ferramentas,Bosch Kit de Ferramentas 20V a Bateria,1373.74
501,sexshop,Amor & Sedução Body Sensual Vibração Multivelocidade Silicone,125.65
729,drogas,Skunk Holandesa Erva Prensada 10 Comprimidos,50.74
993,eletrodomesticos,Panasonic Máquina de Lavar 12kg,2810.79
909,porcelanato,Delta Argamassa Colante 60x60cm,65.78
129,eletronicos,Acer Roteador Wi-Fi 128GB,3916.0
284,ferramentas,Lee Tools Trena a Laser com 2 Baterias,104.66
128,eletronicos,LG Fone de Ouvido Bluetooth 256GB,2227.11
541,armas,Cybergun Esferas de Airsoft (BBs) 6mm,998.97
169,moveis,OPA Sofá Branco Fosco,1763.9
788,porcelanato,"Cecafi Rodapé de Porcelanato Caixa com 2,20m²",116.81
944,eletrodomesticos,Consul Freezer Vertical Frost Free,3388.62
1040,eletrodomesticos,Midea Batedeira Planetária Frost Free,622.39
449,sexshop,Chilies Gel Retardante Sem Látex à Prova d'Água,112.05
216,moveis,Marfinno Cabeceira MDF Casal,3623.54
613,armas,Gamo Bastão Retrátil Camuflado PCP,1862.42
220,moveis,Etna Poltrona Cinza MDF,1708.35
574,armas,Crosman Esferas de Airsoft (BBs) Calibre .177 PCP,1681.18
548,armas,Gamo Espingarda de Pressão PCP,343.8
109,eletronicos,Dell Projetor 256GB,554.39
522,armas,Rossi Colete Tático 6mm,717.47
996,eletrodomesticos,LG Secadora de Roupas Branco,5347.69
373,ferramentas,Tramontina Motosserra 220V,1553.83
22,eletronicos,Motorola Tablet Prata,4462.04
783,porcelanato,Cristofoletti Pastilha de Vidro Tom Cinza,116.57
687,drogas,Boliviana Skunk 10g,122.34
270,ferramentas,Dewalt Furadeira de Impacto 1/2 pol 110V,894.67
380,ferramentas,Black+Decker Esmerilhadeira 1/2 pol com Maleta,1917.28
5,eletronicos,Philips Notebook 4K,4188.17
836,porcelanato,Cristofoletti Porcelanato Externo Antiderrapante 80x80cm,108.59
995,eletrodomesticos,Panasonic Purificador de Água 5L,1656.08
35,eletronicos,Apple Power Bank Full HD Branco,2618.66
426,sexshop,Erobella Máscara de Cetim Vibração Multivelocidade,271.79
690,drogas,Boliviana LSD 5g,151.81
258,moveis,Casatema Mesa de Jantar 6 Portas,2021.37
355,ferramentas,Black+Decker Máquina de Cortar Grama 220V,1231.26
896,porcelanato,Portobello Soleira de Granito Retificado,103.79
407,sexshop,Intt Corda de Bondage Tam. Único,263.78
610,armas,Gamo Bastão Retrátil 500 unidades 4.5mm,1354.65
49,eletronicos,Apple Tablet Preto 4K,2524.73
722,drogas,OG Kush Cogumelo Psilodélico 5g,174.94
436,sexshop,Sexy Fantasy Kit Sensual Aromatizado,236.48
997,eletrodomesticos,LG Ventilador de Coluna Inverter,1566.65
279,ferramentas,Bosch Chave de Fenda com Maleta,1291.54
707,drogas,Purple Haze Ketamina 1 Selo 1g,139.44
698,drogas,OG Kush Crack 25g,795.85
173,moveis,Herval Banqueta Retrátil,2704.93
826,porcelanato,Cristofoletti Porcelanato Acetinado 90x90cm,118.85
235,moveis,OPA Mesa de Jantar 3 Lugares com Espelho,3313.51
487,sexshop,Loving Sex Gel Retardante Aromatizado,248.85
869,porcelanato,Delta Piso Porcelanato Retificado,88.37
1032,eletrodomesticos,Midea Freezer Vertical Frost Free,2021.57
830,porcelanato,Delta Porcelanato Polido Tom Cinza Acabamento Fosco,161.05
683,drogas,OG Kush LSD 1 Selo 5g,736.2
442,sexshop,Chilies Lubrificante Íntimo Vibração Multivelocidade,302.4
601,armas,Sig Sauer Airsoft Faca Tática 4.5mm,2774.67
448,sexshop,Pepper Blend Vela de Massagem Aromatizado Tam. Único,61.63
485,sexshop,Chilies Corda de Bondage Aromatizado,58.61
554,armas,Condor Outdoor Munição Chumbinho Preto Fosco,1372.19
464,sexshop,Amor & Sedução Bomba Peniana Vibração Multivelocidade,167.53
181,moveis,Rudnick Estante Reclinável,3152.72
263,ferramentas,Makita Serra Circular com 2 Baterias 1/2 pol,1152.03
14,eletronicos,Philips Leitor de E-book Preto,5007.85
360,ferramentas,Black+Decker Parafusadeira Profissional com Maleta,1846.13
95,eletronicos,Samsung Smart TV Bluetooth 5.0,1959.61
230,moveis,Tok&Stok Mesa de Jantar 6 Portas,1724.87
76,eletronicos,Asus Projetor 128GB,3749.27
33,eletronicos,Positivo Projetor Branco,6298.93
968,eletrodomesticos,Arno Ventilador de Coluna Inox,3314.65
131,moveis,Etna Poltrona Solteiro 6 Portas,2187.24
831,porcelanato,Portobello Porcelanato Externo Antiderrapante 60x60cm Tom Cinza,107.37
391,sexshop,Amor & Sedução Anel Peniano à Prova d'Água,157.92
1008,eletrodomesticos,Philco Ar Condicionado Split Branco,4243.83
577,armas,Crosman Esferas de Airsoft (BBs) com Mira 4.5mm,332.66
259,moveis,Madesa Poltrona Casal,3599.97
981,eletrodomesticos,Arno Fogão 4 Bocas Branco Digital,128.82
907,porcelanato,Incepa Porcelanato Retificado Retificado Acabamento Fosco,118.04
78,eletronicos,Lenovo Mouse Gamer Bluetooth 5.0 Wi-Fi 6,4497.87
512,sexshop,Pepper Blend Vela de Massagem Vibração Multivelocidade,196.7
346,ferramentas,Worker Marreta 220V 650W,752.59
445,sexshop,Sedução Lubrificante Íntimo Sem Látex Vibração Multivelocidade,54.41
752,drogas,OG Kush Maconha 5g 3g,246.64
691,drogas,OG Kush Cristal (Metanfetamina) 25g,305.94
793,porcelanato,"Cristofoletti Soleira de Granito Caixa com 2,20m²",50.78
675,drogas,Peruana Skunk 5g,283.51
303,ferramentas,Black+Decker Serra Tico-Tico 220V,2199.78
148,moveis,Casatema Armário de Cozinha Solteiro,2927.69
446,sexshop,Sedução Vela de Massagem Sabor Morango,304.55
100,eletronicos,Acer Drone Prata,7150.63
75,eletronicos,Multilaser Projetor Bluetooth 5.0,1118.71
137,moveis,Rudnick Cama Box Casal MDF,1878.74
925,eletrodomesticos,Brastemp Fogão 4 Bocas Frost Free Inverter,5352.44
39,eletronicos,Apple Caixa de Som Bluetooth Tela 6.5 pol 16GB RAM,6362.26
849,porcelanato,"Cecafi Porcelanato Externo Antiderrapante 60x60cm Caixa com 2,20m²",149.72
678,drogas,Amnésia Haze Maconha 3 Pedras 1 Pedra,287.33
224,moveis,Móveis Bento Poltrona Rústico Retrátil,1304.35
1,eletronicos,Logitech HD Externo RGB,7202.07
280,ferramentas,Vonder Trena a Laser 110V,338.55
163,moveis,Tok&Stok Mesa de Escritório Rústico,311.87
194,moveis,Etna Colchão Rústico,3735.23
599,armas,Cybergun Pistola de Airsoft com Mira,2828.57
36,eletronicos,Motorola Câmera Digital Tela 6.5 pol 4K,3567.78
895,porcelanato,"Elizabeth Piso Porcelanato Caixa com 2,20m² Retificado",40.54
740,drogas,Importada Crack 1 Selo,90.26
755,drogas,Boliviana Maconha 25g,596.06
785,porcelanato,Delta Porcelanato Amadeirado Tom Cinza,88.69
297,ferramentas,Makita Kit de Ferramentas 110V,221.43
589,armas,QGK Arma de Pressão Camuflado,2754.76
661,drogas,Skunk Holandesa Ketamina 5g,547.86
709,drogas,Gorila Glue Cocaína 5 Selos,511.64
413,sexshop,Chilies Fantasia Erótica Vibração Multivelocidade Tam. Único,391.5
738,drogas,OG Kush Crack 10 Comprimidos,541.84
984,eletrodomesticos,Panasonic Aspirador de Pó Branco Frost Free,1951.09
876,porcelanato,Cecafi Porcelanato Amadeirado 60x60cm Acetinado,119.84
941,eletrodomesticos,Consul Lava e Seca Inox,3458.86
517,sexshop,Sedução Algemas de Pelúcia Aromatizado,167.46
994,eletrodomesticos,LG Adega Climatizada Frost Free 9000 BTUs,1012.59
482,sexshop,Loving Sex Anel Peniano Recarregável,233.87
18,eletronicos,Logitech Smart TV 16GB RAM 4K,4086.55
790,porcelanato,Eliane Rodapé de Porcelanato Acabamento Fosco Retificado,104.46
245,moveis,Rudnick Berço Cinza,3248.95
414,sexshop,Intt Fantasia Erótica Sem Látex,390.19
978,eletrodomesticos,Consul Cafeteira Elétrica 9000 BTUs Branco,186.35
951,eletrodomesticos,LG Air Fryer 9000 BTUs,705.25
211,moveis,Casatema Mesa de Jantar Reclinável,2742.52
552,armas,Condor Outdoor Colete Tático a Mola,1094.11
143,moveis,OPA Cômoda 6 Portas,687.61
84,eletronicos,Asus Notebook Bluetooth 5.0,3448.32
323,ferramentas,Black+Decker Alicate Universal a Bateria,347.92
153,moveis,Móveis Bento Banqueta com Espelho Casal,4252.79
617,armas,Cybergun Munição Chumbinho PCP,1452.72
531,armas,Gamo Pistola de Airsoft com Mira,1201.22
508,sexshop,Loving Sex Vibrador Sabor Morango,379.08
715,drogas,Purple Haze Crack 1g,126.99
89,eletronicos,Lenovo Projetor Bluetooth 5.0,3633.55
654,drogas,Boliviana Cristal (Metanfetamina) 1 Pedra,49.43
176,moveis,Herval Colchão Reclinável,2998.91
618,armas,QGK Capacete de Airsoft Calibre .177,290.53
221,moveis,Móveis Bento Cabeceira Branco Fosco,3579.68
474,sexshop,Sedução Máscara de Cetim Sem Látex,160.26
412,sexshop,Loving Sex Bomba Peniana Silicone,149.23
588,armas,QGK Alvo de Treinamento 4.5mm,1770.77
330,ferramentas,Bosch Motosserra Profissional,1660.48
1021,eletrodomesticos,Mondial Purificador de Água 110V Frost Free,802.39
887,porcelanato,Cecafi Piso Porcelanato Amadeirado,145.0
851,porcelanato,Incepa Porcelanato Amadeirado 60x60cm,154.76
123,eletronicos,Sony Monitor Preto,4333.47
439,sexshop,Chilies Chicote de Couro Silicone Recarregável,278.89
918,eletrodomesticos,Arno Micro-ondas Inverter,3965.48
867,porcelanato,Incepa Rodapé de Porcelanato 60x60cm Acabamento Fosco,56.84
765,drogas,Importada LSD 3g 1g,705.21
429,sexshop,Amor & Sedução Anel Peniano Aromatizado Vibração Multivelocidade,30.87
518,sexshop,Sexy Fantasy Bomba Peniana Sabor Morango,348.32
377,ferramentas,Worker Máquina de Cortar Grama a Bateria,845.49
733,drogas,OG Kush Cocaína 3 Pedras,277.87
629,armas,Rossi Faca Tática Preto Fosco,1454.66
354,ferramentas,Vonder Lixadeira 220V,1121.43
526,armas,Bushnell Bastão Retrátil Calibre .177,1391.62
66,eletronicos,Positivo Console de Videogame Full HD 128GB,7090.59
179,moveis,OPA Cabeceira Branco Fosco MDF,4234.88
932,eletrodomesticos,LG Adega Climatizada 220V,5021.64
343,ferramentas,Makita Nível a Laser Profissional,1611.92
491,sexshop,Loving Sex Vibrador Sem Látex,180.18
507,sexshop,Sedução Vela de Massagem Tam. Único Sem Látex,160.42
472,sexshop,Loving Sex Plug Anal Vibração Multivelocidade à Prova d'Água,82.85
725,drogas,Boliviana LSD 3 Pedras 5 Selos,428.05
619,armas,Gamo Luneta para Rifle Preto Fosco CO2,1167.56
756,drogas,Nacional Cocaína 5 Selos,94.1
807,porcelanato,Elizabeth Piso Porcelanato Retificado,59.0
250,moveis,Casatema Mesa de Jantar com Espelho,698.93
958,eletrodomesticos,Philco Fogão 4 Bocas Frost Free,5607.1
837,porcelanato,Portobello Piso Porcelanato Acabamento Fosco,25.19
471,sexshop,Amor & Sedução Lubrificante Íntimo Vibração Multivelocidade à Prova d'Água,318.96
660,drogas,Nacional Cocaína 10 Comprimidos,168.65
797,porcelanato,Ceusa Piso Porcelanato 60x60cm,175.23
187,moveis,Marfinno Cadeira Gamer Solteiro,1747.91
718,drogas,Nacional Pasta Base 3g,580.64
1020,eletrodomesticos,Mondial Ventilador de Coluna 110V 5L,5587.75
115,eletronicos,Logitech Monitor Full HD,7052.41
119,eletronicos,Logitech Notebook Full HD,2430.98
241,moveis,Bertolini Escrivaninha Retrátil 3 Lugares,4493.85
820,porcelanato,Eliane Porcelanato Polido Retificado Tom Cinza,45.49
953,eletrodomesticos,LG Aspirador de Pó 9000 BTUs,3340.3
234,moveis,Bertolini Painel para TV Retrátil 6 Portas,2825.71
50,eletronicos,Asus Projetor 5G RGB,6464.11
384,ferramentas,Vonder Esmerilhadeira com 2 Baterias 220V,799.01
421,sexshop,Erobella Chicote de Couro Tam. Único Sem Látex,126.66
400,sexshop,Amor & Sedução Plug Anal Tam. Único Recarregável,55.23
919,eletrodomesticos,Arno Micro-ondas Inox,5576.87
544,armas,Sig Sauer Airsoft Colete Tático 6mm,2832.36
732,drogas,Purple Haze Skunk 25g,747.84
458,sexshop,Sexy Fantasy Máscara de Cetim Sabor Morango,193.96
959,eletrodomesticos,Electrolux Fogão 4 Bocas 220V,5423.69
447,sexshop,Sedução Algemas de Pelúcia Sabor Morango,154.7
341,ferramentas,Dewalt Furadeira 650W,1926.72
1003,eletrodomesticos,Electrolux Ar Condicionado Split Branco Digital,546.26
652,drogas,Peruana Crack 5g,772.96
229,moveis,Bertolini Cômoda 6 Portas,2100.0
1037,eletrodomesticos,Midea Purificador de Água 110V Branco,5828.85
596,armas,Umarex Luneta para Rifle com Mira,2546.41
1002,eletrodomesticos,Electrolux Cafeteira Elétrica 110V,1375.05
1017,eletrodomesticos,Panasonic Ar Condicionado Split 12kg Frost Free,2066.24
219,moveis,Herval Sapateira 6 Portas Casal,723.34
927,eletrodomesticos,Philco Air Fryer 12kg Inox,4784.02
28,eletronicos,Logitech Smartwatch Preto,4578.7
197,moveis,Madesa Painel para TV Branco Fosco,2931.79
913,eletrodomesticos,Panasonic Geladeira Frost Free Inox,380.1
336,ferramentas,Black+Decker Chave de Fenda 650W Profissional,109.8
861,porcelanato,Roca Porcelanato Retificado Acabamento Fosco Amadeirado,25.85
955,eletrodomesticos,Philco Geladeira Frost Free Digital Branco,3976.01
1023,eletrodomesticos,Arno Air Fryer Frost Free,4508.78
911,eletrodomesticos,LG Ventilador de Coluna 5L,3777.67
614,armas,QGK Canivete Multiuso 6mm 4.5mm,1952.42
743,drogas,Colombiana Cristal (Metanfetamina) 1 Pedra,99.01
658,drogas,Boliviana Pasta Base 1 Pedra 1 Comprimido,271.33
314,ferramentas,Vonder Martelo 110V,833.75
762,drogas,Amnésia Haze Êxtase 1 Comprimido,298.87
582,armas,Sig Sauer Airsoft Bastão Retrátil PCP,690.2
655,drogas,Gorila Glue Crack 3g,175.54
126,eletronicos,Logitech Console de Videogame Bluetooth 5.0,7188.62
294,ferramentas,Makita Lixadeira a Bateria,1333.21
686,drogas,Peruana Haxixe 1 Comprimido,587.19
73,eletronicos,Logitech HD Externo Tela 6.5 pol Full HD,7344.71
903,porcelanato,Ceusa Porcelanato Externo Antiderrapante 80x80cm,123.56
367,ferramentas,Lee Tools Parafusadeira com 2 Baterias,1187.52
568,armas,Bushnell Coldre Tático Camuflado,175.38
860,porcelanato,Eliane Porcelanato Marmorizado Tom Cinza,64.96
906,porcelanato,Cecafi Piso Porcelanato Acabamento Fosco,98.11
742,drogas,OG Kush Haxixe 5 Selos 1 Comprimido,584.38
382,ferramentas,Vonder Trena a Laser 220V,1306.22
855,porcelanato,Elizabeth Porcelanato Amadeirado Amadeirado Acabamento Fosco,143.71
850,porcelanato,"Eliane Revestimento de Parede Caixa com 2,20m²",165.72
319,ferramentas,Skil Esmerilhadeira 650W,2121.0
8,eletronicos,Lenovo Drone 16GB RAM 4K,7525.69
59,eletronicos,Acer Roteador Wi-Fi Full HD,5763.67
750,drogas,Amnésia Haze Cocaína 10g,156.27
81,eletronicos,Samsung Smart TV Prata,3574.03
615,armas,Crosman Luneta para Rifle a Mola CO2,1511.71
444,sexshop,Intt Fantasia Erótica Tam. Único Sabor Morango,283.49
61,eletronicos,Acer Fone de Ouvido Bluetooth 4K,3233.24
644,armas,QGK Colete Tático 4.5mm,721.3
226,moveis,Casatema Mesa de Escritório com Espelho Casal,1981.18
930,eletrodomesticos,Mondial Máquina de Lavar Branco,3216.51
1009,eletrodomesticos,Panasonic Ventilador de Coluna 9000 BTUs,4933.34
816,porcelanato,Elizabeth Pastilha de Vidro Tom Cinza Acetinado,167.96
147,moveis,Rudnick Cômoda Branco Fosco 6 Portas,1807.46
99,eletronicos,Asus Smartphone Branco,2726.63
103,eletronicos,Apple Notebook RGB,3101.3
165,moveis,Etna Painel para TV Branco Fosco,655.12
108,eletronicos,Logitech Projetor Branco Full HD,3759.44
328,ferramentas,Black+Decker Compressor de Ar 220V Profissional,2356.35
379,ferramentas,Bosch Solda Inversora a Bateria,809.28
549,armas,Sig Sauer Airsoft Rifle de Pressão com Mira,1365.21
973,eletrodomesticos,Panasonic Secadora de Roupas 9000 BTUs,2763.7
647,armas,Crosman Bastão Retrátil a Mola,746.22
567,armas,Sig Sauer Airsoft Munição Chumbinho 6mm,1206.85
607,armas,Condor Outdoor Rifle de Pressão 4.5mm,1081.21
934,eletrodomesticos,Consul Cafeteira Elétrica Inverter,1365.97
977,eletrodomesticos,Brastemp Ar Condicionado Split Frost Free 5L,1771.29
1033,eletrodomesticos,Electrolux Fogão 4 Bocas Inox,4213.81
692,drogas,Boliviana Cristal (Metanfetamina) 10 Comprimidos,527.42
819,porcelanato,Incepa Piso Porcelanato Acabamento Fosco,83.62
697,drogas,Importada Erva Prensada 10 Comprimidos,57.9
954,eletrodomesticos,Mondial Cafeteira Elétrica Frost Free 12kg,3072.73
878,porcelanato,Portobello Piso Porcelanato 60x60cm,86.61
971,eletrodomesticos,Consul Aspirador de Pó Digital,4490.46
3,eletronicos,JBL Smartwatch Branco 16GB RAM,412.43
735,drogas,OG Kush Cocaína 1 Comprimido 5g,543.87
1026,eletrodomesticos,Midea Aspirador de Pó 5L,3836.27
366,ferramentas,Worker Nível a Laser a Bateria,825.03
681,drogas,Gorila Glue Skunk 1g,166.97
888,porcelanato,Delta Rodapé de Porcelanato Acetinado 90x90cm,86.71
503,sexshop,Sexy Fantasy Anel Peniano Aromatizado,87.7
371,ferramentas,Dewalt Furadeira de Impacto 110V,753.92
106,eletronicos,Philips Projetor RGB,3354.05
800,porcelanato,"Incepa Rodapé de Porcelanato Caixa com 2,20m² Amadeirado",137.84
347,ferramentas,Black+Decker Martelo 1/2 pol a Bateria,2393.36
937,eletrodomesticos,Mondial Cafeteira Elétrica Branco,1455.32
593,armas,Condor Outdoor Munição Chumbinho 4.5mm,1948.58
786,porcelanato,Ceusa Rejunte 60x60cm,62.77
1010,eletrodomesticos,Mondial Micro-ondas 5L Branco,653.6
684,drogas,Peruana Maconha 1g,334.65
908,porcelanato,Ceusa Porcelanato Polido Tom Cinza,38.66
159,moveis,Herval Armário de Cozinha Branco Fosco,3199.69
637,armas,Rossi Coldre Tático 6mm Calibre .177,117.03
376,ferramentas,Skil Furadeira de Impacto 1/2 pol,432.86
416,sexshop,Sexy Fantasy Algemas de Pelúcia Aromatizado,369.68
645,armas,Bushnell Capacete de Airsoft Camuflado,504.09
98,eletronicos,Xiaomi Roteador Wi-Fi Prata,1921.88
79,eletronicos,Samsung Roteador Wi-Fi Preto,2579.35
664,drogas,Peruana Ketamina 10g,560.95
248,moveis,Etna Cadeira Gamer com Espelho Rústico,1551.19
759,drogas,Peruana Pasta Base 10 Comprimidos,684.56
626,armas,Gamo Arma de Pressão PCP,88.0
651,drogas,Gorila Glue Skunk 1g 10 Comprimidos,334.65
741,drogas,Boliviana LSD 5g 1 Comprimido,419.13
48,eletronicos,Acer Smartwatch Prata 4K,1924.86
104,eletronicos,Dell Roteador Wi-Fi 5G,1273.27
399,sexshop,Pepper Blend Chicote de Couro Sabor Morango Aromatizado,335.52
899,porcelanato,"Roca Porcelanato Acetinado Caixa com 2,20m²",120.17
490,sexshop,Erobella Plug Anal Sabor Morango,29.63
192,moveis,Móveis Bento Escrivaninha com Espelho,4361.7
